title,level1,level2,level3,description
"Bio Infant Follow-on Formula 2 Demeter, after 6th month, 600g",Baby & kids,Baby & kids food,"Starter, follow-on formulas & cereals",Holle Organic Infant Follow-on Formula 2 is made from 99% organically grown ingredient. Grazing the cows on lush biodynamic fields and pastures is the reason for the superior quality of the milk used in our premium baby food. Demeter farmers avoid the painful dehorning of cows. Other important ingredients include organic vegetable oils which provide essential fatty acids for your baby. Organic starch and maltodextrin derived from corn make the Organic Infant Follow-on Formula 2 creamy and filling. The remaining 1% of ingredients are vitamins and minerals which are necessary for your babyâs development and are required by EU regulations.
"Baby Spoon, 4 pieces",Baby & kids,Baby equipment,Table accessories,"Discover Alnatura's Baby Spoons â the perfect companion for your little one's mealtime. Made with care, these spoons are gentle on baby's gums and designed for easy feeding. Elevate your baby's feeding experience with Alnatura."
"Pingo Baby Wet Wipes, 80 pieces",Baby & kids,Hygiene & care,Wipes,"The Pingo baby wipes have a practical, resealable opening and contain no perfume, parabens, dyes or PEG emulsifiers!"
"Bocoton Bio Baby Wipes Dry, 50 pcs",Baby & kids,Hygiene & care,Wipes,"Dry baby wipes made from organic cotton, produced in France by the Bocoton brand."
"Baby Bio wet wipes, 60 pieces",Baby & kids,Hygiene & care,Wipes,"Wet wipes Baby by Organyc: Soft, resistant and easy baby care."
"Agathe Almond Biscuits, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The almond biscuits from Biscuits Agathe are a real treat. Crispy and full-bodied in taste, they are the perfect accompaniment to coffee or tea or as a snack between meals."
"Almond Amaretti handmade, 190g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Almond amaretti - that is Tuscan pleasure, suitable for every occasion. The Marabissi family pays attention to high quality craftsmanship - from the selection of the raw materials to the gentle processing. The result is the first-class amaretti."
"Bio Agathe Butter Biscuits, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Baked with love and care, the organic butter biscuits from Biscuits Agathe delight with their delicate buttery flavour and fine texture."
"Bio Oat Crunchy Biscuits, 150g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,Bio Oat Crunchy Biscuits from Alnatura: Crispy organic cookies made from oats and spelt; germinated buckwheat underlines the slightly nutty note. Vegan.
"Bio Spelt Butter Biscuits, 150g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The bio spelt butter biscuits from dennree are made from the best organic spelt flour and fine organic butter and are baked crispy. The spelt flour gives the butter biscuits their typical, slightly nutty taste. Packed in three handy portions, they are ideal as a tasty snack when out and about and offer nibbling fun for the whole family. Enjoy the crunchy taste with a fine hint of butter."
"Bio Spelt Double Biscuit Bittersweet, 330g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Bio Spelt Double Biscuit Bittersweet from Alnatura: Here, two crispy spelt cookies enclose a fine dark cocoa cream - as a sweet snack, on the coffee table or simply in between. In organic quality."
"Bio Spelt Double Biscuit, 330g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Bio Spelt Double Biscuit from Alnatura: Here, two crispy spelt cookies each enclose an aromatic-sweet cocoa cream - as a sweet break snack, on the coffee table or simply in between. In organic quality."
"Bio Spelt Nussini, 150g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The Organic Spelled Nussini by Manor Bio are made with spelled flour and many nuts and are full in aroma. Enjoy! Of course certified with the label Bio Natur Plus. In the bakery of the French miracle bakers fine creations are created daily, which sweeten the life."
"Biscuits with Cream Caramels, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The almond biscuits from Biscuits Agathe are a real treat. Crispy and full-bodied in taste, they are the perfect accompaniment to coffee or tea or as a snack between meals."
"HUG Sticks with Hazelnuts, 350g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"HUG Sticks with Hazelnuts is a traditional nut pastry with 26% of nuts.
Finely fried hazel nuts, grape sugar and eggs make these nut sticks a famous snack.

Backwaren-Familie HUG from Malters, Luzern keep the tradition since 1877."
"KÃ¤gi Butterbiscuits Toggenburger, 200g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The buttery soft biscuit specialties from the lucky maker from Toggenburg have been produced for over 60 years according to a traditional home recipe. After the war, butter was a coveted and rare commodity - which is why butter biscuits were considered particularly valuable at the time, and even today they taste so inimitably fine because they continue to be made with fresh butter."
"Kambly Biscuits Bretzeli, 115g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The Kambly Biscuits Bretzeli, from the heart of Switzerland: the receipt of Kambly Bretzel hasn't changed for the fourth generation, and likewise, they have been prepared with the same love, care, and selected ingredients after the original recipe by Oscar Kambly's grandmother since 1910.

Fresh butter and fresh eggs from Emmental and flour from the village mill provide the favorite brand biscuit of Switzerland with its incomparable taste."
"Kambly Biscuits Butterfly, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Since 1951, Kambly's biscuits have been delicately and wafer-thinly touching the palate, unfolding their taste of fresh butter, fresh cream and fine almonds. The Butterfly enchants the moment as light and elegant as a butterfly."
"Kambly Biscuits Matterhorn, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"The Kambly Biscuits Matterhorn, the crispy, light buttery goodies, lead the connoisseurs to the peak of culinary delight. The delicious Matterhorn with fine Swiss milk chocolate and exquisite honey-nougat chips is a dedication to all those who are able to tell the better from the good. Well then..."
"Kambly Biscuits Petit Beurre, 160g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Kambly Guetzli Petit Beurre: The classic recipe from the house of Kambly, that came through generations, happily evokes colorful childhood and family memories. Kambly Petit Beurre is a wonderful and always digestible companion for every occasion and stays crisp and fresh even in summer temperatures. En Guete!"
"Wernli Biscuits Butterheart, 100g","Bread, pastries & breakfast",Biscuits,Biscuits & sponge fingers,"Everyone knows them: the Wernli Biscuits Butterheart. The tender, delicate pastry with the Swiss butter (19%) will fit any taste. Mmmh!"
"Original Pinsa Romana gluten free, 250g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"Indulge in Di Marco's Original Gluten-Free Pinsa Romana! Crafted with care, it offers a crispy yet airy crust. Topped with premium ingredients, it's a delightful gluten-free option."
"Leisi Puff Pastry Dough square rolled out, 28x42cm, 2x275g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"The rectangular puff pastry dough from LEISI is always a good idea: as an appetizer filled with smoked salmon, olives or sun-dried tomatoes and feta, or on the children's birthday table refined with Smarties or soft fruit, it is the perfect companion for any occasion."
"Leisi Puff Pastry round rolled out, Ã32cm, 230g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"The round puff pastry dough from LEISI is always a good idea: As an appetizer filled with smoked salmon, olives or dried tomatoes and feta, or on the children's birthday table refined with Smarties or soft fruit, it is the perfect companion for any occasion. For a balanced meal, combine the ham croissants with a salad or fruit for dessert. Without artificial preservatives."
"Buitoni Pizza Dough Fina thin square, 28x34cm, 350g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"Homemade pizza tastes especially good! The rectangular Buitoni Fina pizza dough is extra-thin and crispy. Top it with fresh ingredients of your choice and put it directly in the oven. The Buitoni Fina pizza dough is perfect for pizza rainbow, pizza corners, mini calzone and many other recipes."
"Leisi Butter Cake Dough round rolled out, Ã32cm, 280g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"LEISI butter cake dough has a pleasant buttery taste and rich aroma. With it, recipes can be prepared like in grandmother's time. With LEISI it's easy!"
"Buitoni Pizza Dough Classica Original round Ã24cm, 260g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"Want a homemade pizza just the way you like it? Top the round Buitoni Classica pizza dough with fresh ingredients of your choice and put it directly into the oven. The Buitoni Classica pizza dough is perfect for preparing pizza stars, pizza margherita and many other recipes."
"Pizza-dough-mixture spelt vegan Demeter, 350g","Bread, pastries & breakfast",Baking ingredients,Cake Dough & Pizza Dough,"Knead, roll out, cover, bake and enjoy! The pizza dough from Bauckhof tastes homemade and succeeds quickly and easily. Just add water and oil and knead. Enough for a baking tray."
"Bio Cornflakes unsweetened, 300g","Bread, pastries & breakfast",Cereals & muesli,Cereals,"Crunchy, fine breakfast treat: These unsweetened organic cornflakes (ingredients naturally contain sugar) are produced using the classic rolling process."
"Bio Cornflakes gluten free, 250g","Bread, pastries & breakfast",Cereals & muesli,Cereals,Whether in your favourite morning muesli or for baking crispy cookies: Alnavit's gluten-free cornflakes are versatile. They have no added salt or sugar and are particularly crunchy as they are produced using the traditional rolling process and then roasted.
"Vanadis Bio Millet flakes Demeter, 500g","Bread, pastries & breakfast",Cereals & muesli,Cereals,"Mr. Bircher swears by it - and so does half the world: millet flakes are healthy, tasty and simply part of a healthy diet. Especially when they come from the fields at Steiner MÃ¼hle. Because then they are certified and guaranteed organic."
"Bio Cornflakes, 375g","Bread, pastries & breakfast",Cereals & muesli,Cereals,"The bio cornflakes from dennree are gently produced from the best organic corn. With yoghurt, fresh milk and fruit they are the ideal meal for breakfast or in between. The crispy, delicious corn flakes are a delight for big and small connoisseurs alike. Enjoy the crispy, delicate taste."
"Bio Spelt pops, 250g","Bread, pastries & breakfast",Cereals & muesli,Cereals,Organic spelt pops from Morga: perfect breakfast or snack for children and adults in organic bud (Bio Knospe) quality.
"Bio Cinnamon Flakes, 250g","Bread, pastries & breakfast",Cereals & muesli,Cereals,"Bio Cinnamon Flakes from Alnatura: These crispy fine organic cornflakes with coconut blossom sugar and Ceylon cinnamon taste not only for breakfast, but also as a crunchy snack in between. Vegan."
